Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2008-12-30,61.39065106928098,64.41007232666016,61.39065106928098,64.41007232666016,16800,0.0,0.0
2008-12-31,64.12376094397912,68.1973835612105,62.28867992137176,67.59870147705078,9480,0.0,0.0
2009-01-02,69.64199835550656,78.54409753467696,69.16045053061721,77.7371826171875,12720,0.0,0.0
2009-01-05,79.33798787701276,82.0190296405508,75.27738452035794,80.1188735961914,19920,0.0,0.0
2009-01-06,84.2966319117931,87.36811729679341,82.59170283201092,86.06664276123047,44100,0.0,0.0
2009-01-07,78.62218367606499,78.62218367606499,70.38383635603981,71.26884460449219,46560,0.0,0.0
2009-01-08,68.93920439949314,72.33605660647044,66.08896989655867,70.8133316040039,31020,0.0,0.0
2009-01-09,69.21251453289445,69.82420805405228,64.0586690933377,66.25816345214844,20640,0.0,0.0
2009-01-12,64.13674892916535,64.13674892916535,55.9895066932095,56.71833419799805,45960,0.0,0.0
2009-01-13,56.54913951227135,60.55769062035111,55.85935870756906,57.81157302856445,37620,0.0,0.0
2009-01-14,55.50797249168069,55.50797249168069,48.41492386436602,49.612281799316406,42060,0.0,0.0
2009-01-15,50.575377570890424,53.24340230452161,44.64064317819842,51.30419921875,45000,0.0,0.0
2009-01-16,56.614228708942505,56.614228708942505,49.10470758802839,53.41259765625,119460,0.0,0.0
2009-01-20,49.46910791940265,49.46910791940265,41.673268458810426,43.573421478271484,95100,0.0,0.0
2009-01-21,43.625486411665115,48.336830139160156,41.64723988814926,48.336830139160156,84240,0.0,0.0
2009-01-22,39.4737782697357,45.8770426972973,39.04429165727429,43.84674072265625,56340,0.0,0.0
2009-01-23,39.73406701772202,46.306522857132464,39.04428621661129,45.551666259765625,27000,0.0,0.0
2009-01-26,46.944261626302314,49.716406133945256,45.55167911006029,46.60587692260742,50880,0.0,0.0
2009-01-27,48.84441336625709,50.093832617020205,47.10043462492534,48.47999954223633,15780,0.0,0.0
2009-01-28,53.842070952503725,57.212899657990924,52.95706867686907,56.392967224121094,101700,0.0,0.0
2009-01-29,50.601406386980784,54.16745103939995,47.98543695441121,48.80536651611328,87300,0.0,0.0
2009-01-30,48.01146572806371,51.66861231391819,46.449694011192776,46.9182243347168,90900,0.0,0.0
2009-02-02,45.55167783161165,46.879184495981775,43.72961167157707,46.072269439697266,19560,0.0,0.0
2009-02-03,47.04837361517806,50.15889954696523,45.87704481148068,49.72941589355469,29880,0.0,0.0
2009-02-04,51.39530908194538,54.31061978338247,50.10684608292405,51.14802932739258,57780,0.0,0.0
2009-02-05,51.65559996244835,56.01554196905392,48.987572326004354,54.60995101928711,88320,0.0,0.0
2009-02-06,57.38209283273659,63.655214765541636,56.627242066286776,62.653072357177734,125100,0.0,0.0
2009-02-09,62.92638837146439,64.38403762714458,60.557701628586905,61.93726348876953,70920,0.0,0.0
2009-02-10,60.44056179936741,62.14549658158636,51.12199050647216,52.48854064941406,113940,0.0,0.0
2009-02-11,55.15656252567765,56.80943897105448,51.8638271778281,54.7010498046875,41160,0.0,0.0
2009-02-12,51.421324233162835,54.609942956352675,49.06565247481216,54.36266326904297,101400,0.0,0.0
2009-02-13,54.89626549130437,56.05457646558733,53.2433892191495,54.92229461669922,48780,0.0,0.0
2009-02-17,50.10684257432772,50.10684257432772,42.6754150390625,42.6754150390625,127020,0.0,0.0
2009-02-18,44.65365546400846,44.65365546400846,41.399963515825405,43.209014892578125,43320,0.0,0.0
2009-02-19,45.590721098963606,46.43668282642333,41.972617946836486,42.41511917114258,72360,0.0,0.0
2009-02-20,38.510689832507715,40.93143797216152,37.33936095233943,39.20047378540039,54960,0.0,0.0
2009-02-23,42.59732131140511,42.59732131140511,35.66045379638672,35.66045379638672,52800,0.0,0.0
2009-02-24,37.0530365972001,41.881512233765605,36.194060318817726,41.80342483520508,102060,0.0,0.0
2009-02-25,40.501949924043295,41.88151182487031,37.41745004952384,39.51282501220703,78120,0.0,0.0
2009-02-26,41.19172685887569,42.51923334393507,38.36752156451139,38.78399658203125,81300,0.0,0.0
2009-02-27,36.42832960645435,39.16143034497974,35.764574782649284,39.04429626464844,25800,0.0,0.0
2009-03-02,33.98154185666349,35.40015005656921,30.05108430643291,30.20726203918457,122880,0.0,0.0
2009-03-03,32.536907645185046,34.84052123193201,23.42657278961097,31.886167526245117,106320,0.0,0.0
2009-03-04,36.1029527846472,39.20046677789031,35.45221562716119,38.003108978271484,160500,0.0,0.0
2009-03-05,34.64530614471431,36.076929306973064,33.21368000361225,34.332950592041016,105000,0.0,0.0
2009-03-06,35.82963736494822,37.11809996455381,32.536905237103205,35.32206344604492,144000,0.0,0.0
2009-03-09,33.994569162964346,36.259139689672146,32.810225628792416,33.27875900268555,119460,0.0,0.0
2009-03-10,37.0660543871345,41.15269115624584,37.00097857049799,40.99651336669922,183000,0.0,0.0
2009-03-11,42.3109934994554,42.9617306287025,39.356642821870636,41.152679443359375,275760,0.0,0.0
2009-03-12,40.34577428222604,46.007197308302175,40.17658193254349,45.434547424316406,172920,0.0,0.0
2009-03-13,46.68395917421104,47.20455073946308,44.25019963881514,46.18939971923828,148920,0.0,0.0
2009-03-16,48.362861677284705,50.30205864718093,46.35858890437407,46.39763259887695,162000,0.0,0.0
2009-03-17,46.31954132325313,49.59926223754883,45.1221835089064,49.59926223754883,66480,0.0,0.0
2009-03-18,48.805362716185954,53.490677536939806,45.91608464761916,52.29331970214844,212580,0.0,0.0
2009-03-19,54.68803990470173,54.92230804823175,51.01787870730737,52.09810256958008,106140,0.0,0.0
2009-03-20,51.95493704542368,52.20221676494565,48.753306320407724,49.14374923706055,72060,0.0,0.0
