Date,Open,High,Low,Close,Adj Close,Volume
2010-03-11,0.642500,0.660500,0.642500,0.660500,0.619171,3702000
2010-03-12,0.661000,0.665333,0.644167,0.644167,0.603859,4548000
2010-03-15,0.631167,0.638000,0.614167,0.623833,0.584798,534000
2010-03-16,0.631667,0.675167,0.630667,0.674500,0.632294,1260000
2010-03-17,0.700000,0.707000,0.686167,0.698833,0.655105,2610000
2010-03-18,0.698833,0.700833,0.672167,0.681833,0.639169,1584000
2010-03-19,0.673333,0.673667,0.639667,0.650833,0.610108,1596000
2010-03-22,0.638000,0.700333,0.634333,0.697833,0.654167,3804000
2010-03-23,0.707667,0.745500,0.707333,0.742833,0.696352,6114000
2010-03-24,0.735667,0.735667,0.698000,0.701667,0.657761,2034000
2010-03-25,0.732000,0.742500,0.697500,0.698167,0.654481,2034000
2010-03-26,0.716833,0.720500,0.673500,0.687167,0.644169,2322000
2010-03-29,0.709333,0.713667,0.700667,0.705667,0.661511,1380000
2010-03-30,0.716667,0.726667,0.698167,0.719167,0.674166,1920000
2010-03-31,0.724667,0.730000,0.704167,0.708000,0.663698,1080000
2010-04-01,0.727833,0.757167,0.698500,0.710333,0.665885,1644000
2010-04-05,0.737333,0.773333,0.690167,0.770500,0.722287,1500000
2010-04-06,0.755833,0.769667,0.747167,0.758833,0.711350,1998000
2010-04-07,0.762833,0.782167,0.741833,0.766333,0.718381,3414000
2010-04-08,0.752500,0.752500,0.714667,0.739167,0.692915,4470000
2010-04-09,0.747667,0.759167,0.730667,0.758833,0.711350,1254000
2010-04-12,0.770333,0.797500,0.761167,0.777833,0.729162,2400000
2010-04-13,0.782167,0.796667,0.772167,0.792833,0.743223,2904000
2010-04-14,0.842000,0.897667,0.842000,0.894833,0.838841,6504000
2010-04-15,0.910833,0.923167,0.892333,0.902500,0.846028,12666000
2010-04-16,0.891667,0.891667,0.828500,0.869167,0.814780,4452000
2010-04-19,0.840000,0.865500,0.791833,0.839833,0.787282,5712000
2010-04-20,0.864333,0.886667,0.858333,0.880500,0.825404,2922000
2010-04-21,0.886667,0.906167,0.814000,0.853000,0.799625,5772000
2010-04-22,0.836333,0.904000,0.797333,0.901167,0.844778,6594000
2010-04-23,0.916000,0.916000,0.868667,0.905167,0.848528,3600000
2010-04-26,0.913333,0.938000,0.906833,0.913167,0.856027,3846000
2010-04-27,0.875000,0.906500,0.816000,0.818667,0.767440,5112000
2010-04-28,0.835333,0.879167,0.793500,0.835000,0.782751,6864000
2010-04-29,0.835333,0.866667,0.825500,0.863667,0.809625,5838000
2010-04-30,0.841667,0.841667,0.745333,0.747167,0.700414,10104000
2010-05-03,0.757667,0.814000,0.757667,0.802167,0.751973,4926000
2010-05-04,0.785500,0.785500,0.661333,0.696000,0.652449,19164000
2010-05-05,0.685000,0.705833,0.641500,0.673667,0.631514,7920000
2010-05-06,0.666667,0.695667,0.416667,0.616333,0.577767,17448000
2010-05-07,0.600000,0.618167,0.514333,0.578833,0.542614,12372000
2010-05-10,0.680000,0.682667,0.646833,0.680000,0.637450,7206000
2010-05-11,0.643667,0.702500,0.635500,0.667000,0.625264,27720000
2010-05-12,0.678000,0.724667,0.678000,0.721167,0.676041,42330000
2010-05-13,0.701833,0.730833,0.655500,0.664667,0.623077,28992000
2010-05-14,0.649000,0.649000,0.567667,0.604000,0.566206,15846000
2010-05-17,0.591167,0.634833,0.570000,0.629000,0.589641,19140000
2010-05-18,0.644500,0.655333,0.569167,0.577667,0.541521,16128000
2010-05-19,0.574833,0.604167,0.546667,0.586833,0.550113,21306000
2010-05-20,0.541667,0.576167,0.504333,0.539000,0.505273,10638000
2010-05-21,0.516667,0.599000,0.503833,0.574167,0.538240,11220000
2010-05-24,0.562833,0.584833,0.540333,0.540333,0.506523,10944000
2010-05-25,0.494333,0.552667,0.475000,0.552500,0.517928,10818000
2010-05-26,0.580333,0.603667,0.546500,0.549667,0.515273,14250000
2010-05-27,0.592333,0.634167,0.584000,0.633333,0.593704,10578000
2010-05-28,0.640667,0.640667,0.577167,0.602833,0.565112,9288000
2010-06-01,0.599000,0.621167,0.561833,0.561833,0.526677,4530000
2010-06-02,0.581833,0.622500,0.564167,0.621833,0.582923,11094000
2010-06-03,0.633000,0.653000,0.615000,0.645667,0.605266,9102000
2010-06-04,0.629000,0.630500,0.552500,0.561667,0.526522,13650000
2010-06-07,0.569833,0.578000,0.495000,0.499000,0.467776,18312000
2010-06-08,0.501833,0.504167,0.456833,0.493500,0.462620,12504000
2010-06-09,0.507000,0.538500,0.477500,0.483667,0.453402,8634000
2010-06-10,0.509333,0.538667,0.501500,0.536833,0.503242,9504000
2010-06-11,0.518000,0.562167,0.513333,0.559833,0.524802,6510000
2010-06-14,0.586833,0.602500,0.569167,0.570500,0.534802,6924000
2010-06-15,0.583333,0.669667,0.583333,0.665500,0.623858,14508000
2010-06-16,0.651333,0.689667,0.634000,0.674667,0.632451,14226000
