Date,Open,High,Low,Close,Adj Close,Volume
2008-12-30,78.616669,82.483330,78.616669,82.483330,64.410065,16800
2008-12-31,82.116669,87.333336,79.766670,86.566666,67.598694,9480
2009-01-02,89.183334,100.583336,88.566666,99.550003,77.737190,12720
2009-01-05,101.599998,105.033333,96.400002,102.599998,80.118881,19920
2009-01-06,107.949997,111.883331,105.766670,110.216667,86.066658,44100
2009-01-07,100.683334,100.683334,90.133331,91.266670,71.268860,46560
2009-01-08,88.283333,92.633331,84.633331,90.683334,70.813354,31020
2009-01-09,88.633331,89.416664,82.033333,84.849998,66.258163,20640
2009-01-12,82.133331,82.133331,71.699997,72.633331,56.718338,45960
2009-01-13,72.416664,77.550003,71.533333,74.033333,57.811581,37620
2009-01-14,71.083336,71.083336,62.000000,63.533333,49.612278,42060
2009-01-15,64.766670,68.183334,57.166668,65.699997,51.304199,45000
2009-01-16,72.500000,72.500000,62.883331,68.400002,53.412594,119460
2009-01-20,63.349998,63.349998,53.366669,55.799999,43.573433,95100
2009-01-21,55.866669,61.900002,53.333332,61.900002,48.336830,84240
2009-01-22,50.549999,58.750000,50.000000,56.150002,43.846741,56340
2009-01-23,50.883331,59.299999,50.000000,58.333332,45.551678,27000
2009-01-26,60.116669,63.666668,58.333332,59.683334,46.605873,50880
2009-01-27,62.549999,64.150002,60.316666,62.083332,48.479996,15780
2009-01-28,68.949997,73.266670,67.816666,72.216667,56.392971,101700
2009-01-29,64.800003,69.366669,61.450001,62.500000,48.805367,87300
2009-01-30,61.483334,66.166664,59.483334,60.083332,46.918213,90900
2009-02-02,58.333332,60.033333,56.000000,59.000000,46.072266,19560
2009-02-03,60.250000,64.233330,58.750000,63.683334,49.729412,29880
2009-02-04,65.816666,69.550003,64.166664,65.500000,51.148014,57780
2009-02-05,66.150002,71.733330,62.733334,69.933334,54.609943,88320
2009-02-06,73.483330,81.516670,72.516670,80.233330,62.653072,125100
2009-02-09,80.583336,82.449997,77.550003,79.316666,61.937260,70920
